Sender,Receiver,Amount,Category,Transaction_Date,Fraudulent
75709,57846,4.51085950651685,4,2024-05-21,0
20643,58291,8.19836438996762,3,2024-08-28,0
78480,93379,7.906547232368036,2,2023-09-13,0
67427,23214,8.019612794400267,3,2024-04-02,0
92967,15745,7.068172000388042,0,2023-06-17,0
59113,45642,4.700480365792417,2,2024-12-19,0
35363,41124,7.198931240688173,1,2024-05-03,0
94231,39177,8.209580483475577,2,2024-08-04,0
66248,55360,8.23880116587155,1,2023-07-12,0
69038,65876,8.213652703029998,3,2024-08-26,0
29359,84102,7.564238475170491,0,2024-02-27,0
65567,81112,8.411388132519262,1,2024-02-17,0
99303,88906,8.363342466597977,1,2023-11-21,0
44774,56000,8.391629968440892,1,2024-04-17,0
73478,74936,7.844632644464681,4,2024-03-10,0
52275,98808,7.519149957669823,1,2024-01-01,0
50270,44945,7.355001921105257,0,2023-09-10,0
97700,23609,6.71295620067707,1,2023-10-02,0
57861,33481,8.230044310126114,1,2023-09-07,0
43159,85437,7.1284959456800365,3,2024-09-27,1
28376,37434,7.424165281042028,0,2023-04-16,0
93936,17012,8.088561805276234,1,2024-05-22,0
43828,26209,6.9782137426306985,0,2023-10-20,0
92242,50087,5.6131281063880705,4,2024-03-22,0
42883,26149,7.600902459542082,2,2024-11-16,0
36046,85437,7.953318346560431,1,2024-09-01,0
61540,73059,7.546446273746024,3,2024-06-24,0
46625,44945,3.258096538021482,3,2023-11-01,0
10900,20990,8.4096079807363,4,2023-05-11,0
59264,32124,7.917900586327916,0,2023-10-22,0
38391,44945,4.382026634673881,0,2023-04-01,0
36563,11417,7.552237287560802,0,2023-07-21,0
92242,59563,7.910957382845589,1,2024-06-07,0
84406,79749,8.286521373681236,2,2024-08-29,0
74392,18430,8.405367376233981,0,2023-08-24,0
96859,12767,7.959275960116396,4,2023-11-02,0
52342,91518,6.60934924316738,1,2023-12-23,0
63863,95898,7.21081845347222,2,2024-02-28,0
58977,64773,7.122059881629142,4,2023-02-05,0
77539,53755,7.558516743045645,4,2024-08-06,0
97766,59712,8.439880088313567,2,2024-09-17,0
42530,28315,7.9102237070973445,3,2023-10-04,1
29155,39658,8.327000740241713,0,2024-05-19,0
93955,23539,8.479491324232226,3,2024-11-05,0
67844,85437,7.939871576361883,0,2023-10-24,0
88942,68290,8.46695197497949,4,2024-09-19,0
74071,74223,8.078688229229872,4,2024-03-03,0
32115,25716,7.148345743900068,0,2024-03-28,0
31692,11513,7.460490305825338,4,2023-02-28,0
27658,42507,7.641084249174914,2,2023-09-30,0
77002,17012,8.262042843966942,3,2023-04-19,0
81537,96690,8.187021067343505,0,2024-06-19,0
56545,83183,7.1204443723924875,1,2024-05-23,0
20373,15952,8.503702601233739,3,2023-11-04,0
98827,17200,6.906754778648554,1,2023-12-20,0
81397,33072,8.178919332848396,1,2024-05-02,1
93611,65258,8.08394570229562,1,2023-09-20,0
89741,24447,7.781138509845015,3,2024-02-18,0
69349,40076,7.126890808898808,1,2025-01-15,0
63607,46917,7.636752112435779,0,2024-05-12,0
79398,16692,5.117993812416755,3,2024-09-08,0
33754,98681,8.159660737063376,4,2023-03-24,0
78143,24712,6.7661917146603505,4,2023-01-25,0
21173,51038,6.895682697747868,1,2024-03-06,0
53233,58500,8.513185170018698,0,2024-06-22,0
87173,39717,7.050122520269059,1,2024-06-22,0
14423,98668,7.52456122628536,4,2023-05-23,1
79886,83176,7.508238774678663,2,2023-10-02,0
63943,33250,8.128290171607052,4,2024-07-04,0
56434,28033,6.863803391452954,0,2024-11-25,0
84374,62374,8.292047637431354,0,2023-09-21,0
36911,56327,7.738923757439457,4,2024-01-11,0
46770,40001,7.9561263512135,0,2024-02-20,0
17574,81954,7.6004023345004,4,2024-02-03,0
74071,88906,7.947325027016463,4,2023-05-17,1
90830,60273,7.991253929840199,4,2024-03-03,0
79567,42507,8.411610428841172,0,2023-04-03,0
30677,54036,7.984803389734406,1,2023-10-29,1
40186,15674,4.912654885736052,3,2023-06-03,0
43730,15952,8.176110342237342,3,2023-09-16,0
97438,81591,7.601901959875166,3,2024-07-31,0
58588,12961,7.37650812632622,0,2024-12-04,0
27658,79755,6.985641817639208,2,2023-02-05,0
91816,28472,6.954638864880987,3,2023-08-14,1
12243,79214,7.983098940710892,0,2024-06-14,0
37093,12767,7.436617265234227,4,2024-05-11,0
82274,81954,8.405143687607614,1,2023-08-29,0
65651,13513,6.175867270105761,1,2024-07-22,0
36578,70607,7.415175109613295,0,2023-10-10,0
78480,80354,7.214504414151143,1,2024-03-27,0
35206,82110,7.762170607138205,1,2024-07-17,0
81397,79310,3.713572066704308,3,2023-07-04,0
49678,46941,5.950642552587727,4,2024-03-18,0
64777,26209,5.655991810819852,0,2023-07-17,0
67254,40001,7.419380582918692,1,2023-11-24,0
92242,47010,5.187385805840755,1,2024-09-17,1
36908,53834,5.318119993844216,2,2023-06-01,0
15607,81265,6.78105762593618,4,2024-04-19,0
38923,78198,6.940222469119639,0,2024-08-28,0
73084,21946,8.0702808933939,1,2023-09-06,0
59113,79001,7.6787889981991535,1,2024-10-27,0
15356,93379,8.052933036797567,2,2024-12-01,0
68229,96561,8.416267272826277,3,2023-02-26,0
40137,70219,5.6937321388027,4,2024-06-08,0
37093,32124,7.493873886783559,1,2024-03-12,0
31692,87508,8.478244441277663,3,2024-10-03,0
90993,61020,8.101980731853192,1,2025-01-15,0
94110,83547,6.07993319509559,1,2023-05-22,0
88410,17283,7.61972421378267,3,2024-05-15,0
87173,93603,8.35772841676521,2,2024-12-07,0
17157,76168,6.45833828334479,2,2024-10-15,0
13849,44974,8.48714627006394,0,2023-05-05,0
36911,28139,8.432506383249043,1,2023-11-06,0
13053,58358,8.22389538017882,4,2023-02-15,0
74544,11033,6.86171134048073,2,2024-03-05,0
33278,27088,8.272826003650401,0,2024-12-10,0
43357,65129,7.633853559681768,4,2023-09-23,0
69589,53355,7.772331575169614,2,2023-08-25,0
84406,74468,8.388677769180811,0,2024-11-07,1
29338,59496,6.842683282238422,4,2023-10-04,0
96413,15975,7.05444965813294,2,2023-12-09,0
36046,82672,6.744059186311348,1,2023-06-22,0
34908,37938,8.445052513638554,1,2024-05-16,0
82305,45295,7.385851078125209,3,2023-01-28,0
87173,77442,7.884576510596324,4,2023-07-28,0
33754,65705,6.440946540632921,4,2023-04-29,0
90812,18266,6.9440872082295275,1,2023-05-14,0
90982,30759,8.495356496807062,1,2024-04-12,0
24417,93379,8.40200678160712,4,2024-06-10,0
28883,42507,8.165932137321585,2,2023-05-28,0
99950,65258,6.566672429803241,2,2023-10-27,0
60486,84102,8.512582578858554,1,2023-10-19,0
28382,39177,5.82600010738045,0,2024-07-15,0
61856,78656,8.161660452056282,1,2023-08-05,0
59264,25361,7.739794458408701,4,2024-07-12,0
97700,37368,7.491087593534876,3,2024-06-05,0
72729,89426,7.370230641807081,2,2023-12-02,0
67844,84250,8.481773246184977,4,2023-03-28,0
61179,17877,8.235360643753348,2,2023-03-11,0
59757,77442,7.86940171257709,3,2023-12-06,0
27658,50247,6.251903883165888,3,2023-10-05,0
99303,87671,7.001245622069476,1,2024-03-05,0
52243,44469,8.465057436995709,3,2024-06-13,0
46585,51680,8.327484416188264,0,2024-05-26,0
90238,97396,8.058327306580958,4,2024-07-15,0
93796,33112,8.353497098745448,1,2024-03-17,0
52243,57846,8.134174272137903,0,2024-08-28,0
48599,21631,7.828038032125829,2,2023-09-04,0
52275,28286,8.414052432496725,2,2023-05-10,0
26249,28113,4.127134385045092,3,2023-06-02,0
27758,91803,8.066521490469993,3,2024-01-16,0
14751,16002,7.194436851100335,0,2023-02-03,0
29359,15935,7.336936913707618,0,2023-12-16,0
90830,88815,7.533158807455563,1,2023-10-13,0
52983,19403,7.335633981927201,3,2024-06-05,0
18183,57781,5.43372200355424,4,2023-11-01,0
69589,26909,8.233768709217097,1,2024-08-17,0
33964,27849,8.200837258379849,3,2024-11-14,0
46770,93379,8.406038142050075,4,2024-08-30,0
73478,51786,8.43771698991444,3,2024-09-18,0
38880,52814,8.393216011596527,4,2024-10-20,0
37219,89529,7.704361167910313,1,2023-08-27,0
20452,65258,6.682108597449809,4,2023-09-07,0
73067,90333,7.739794458408701,2,2024-11-07,0
46430,83333,7.646831391430482,4,2024-05-23,0
13053,93361,8.450198322591959,4,2024-01-26,0
68424,23609,5.0689042022202315,0,2023-04-26,0
37503,84102,7.830822995135316,4,2024-07-17,0
46430,15935,7.222566018822171,2,2023-05-28,0
90982,20152,7.427738840532894,2,2024-01-02,0
50026,15975,8.516593011344206,4,2023-11-03,0
23705,88385,8.035602692918582,2,2023-05-09,0
92967,24806,8.242229891372231,1,2024-10-02,0
68293,66057,6.434546518787453,0,2024-12-27,0
31192,62469,8.047509510981422,1,2023-12-13,0
45600,82857,7.7142311448490855,2,2024-08-17,0
11486,91499,6.983789965258135,2,2023-06-02,0
65981,51680,7.662937850461535,0,2023-04-20,0
12428,64676,7.721348612617949,3,2023-07-15,0
18284,29760,7.565793282428515,4,2024-07-05,0
81100,68209,8.267448958304849,4,2023-06-17,0
36556,23513,8.212297138229768,3,2024-07-22,1
61985,25800,8.237743803890933,1,2024-05-31,0
29823,93379,7.946617563244473,1,2023-06-11,0
35979,47708,7.881182202227102,2,2025-01-12,0
60486,28655,8.146709052203319,1,2023-05-27,0
39461,30707,8.286269452783065,0,2024-02-25,0
17650,68248,7.10002716662926,1,2024-09-09,0
32736,60831,8.392536586816682,4,2023-05-29,0
75812,65319,7.976938756959434,4,2024-07-05,0
26249,55647,7.751475318021456,4,2024-08-12,0
11966,46194,8.354674261918463,2,2024-02-28,0
87926,21946,8.294549515143679,4,2024-01-18,0
15987,51625,7.951911381854188,2,2023-05-30,0
67674,79339,8.228710798793687,1,2024-09-05,0
62179,50707,8.484669999710677,2,2024-03-09,0
26249,89514,7.198931240688173,0,2024-12-18,0
52983,45047,8.438799123988225,2,2024-02-11,0
65411,18266,7.893198869544609,2,2025-01-20,0
29513,45755,8.31581113188354,3,2024-04-11,0
90031,64676,5.616771097666572,2,2023-03-09,0
55513,73059,6.054439346269371,1,2024-01-07,0
37093,48758,7.7142311448490855,0,2023-03-24,0
36911,14952,7.286191714702382,3,2023-10-09,0
33306,44945,7.112327444710911,2,2023-06-19,0
53095,94063,6.066108090103747,4,2023-10-19,0
89741,77445,5.342334251964811,0,2023-03-27,0
44113,83643,8.396831834745054,2,2023-08-11,0
33306,11417,7.4360278163518485,1,2023-05-26,0
68229,48296,8.106816038947052,2,2024-05-28,0
62580,76929,7.720017940432244,4,2023-10-20,0
70062,14952,8.16194579946869,1,2023-12-06,0
41834,88906,8.465689348549121,4,2023-12-15,0
88852,64810,8.00202481821611,4,2024-07-16,0
46029,39717,7.871692664323645,1,2024-02-04,0
85292,58262,8.332067707289548,0,2024-11-20,0
97108,68218,7.6676260915849905,3,2024-05-21,0
76431,31436,7.533693709848633,1,2023-08-03,0
46770,75112,8.43076346341785,0,2023-03-14,0
61540,41124,7.547501682814967,3,2023-06-05,0
43730,33250,5.54907608489522,0,2024-11-06,0
69698,12961,7.793999089503996,1,2023-01-27,0
66248,70649,6.35088571671474,3,2024-12-15,0
52597,40001,8.380685946761574,3,2023-05-23,0
34446,32169,7.89655270164304,3,2023-12-16,0
93530,20990,7.482681828154651,4,2023-08-01,0
82274,71900,8.478452363099807,0,2023-04-13,0
47304,60838,8.432070937999402,0,2024-10-28,0
88852,21946,7.306531398939505,4,2023-11-06,0
43178,29517,7.001245622069476,2,2023-08-06,0
28883,30662,6.12029741895095,2,2023-02-11,0
20254,45755,5.5093883366279774,1,2023-11-03,0
37503,45921,6.152732694704104,1,2024-05-14,0
63861,51713,8.40357646462927,2,2023-05-02,0
54039,26885,6.660575149839686,4,2023-12-01,0
61540,79973,6.542471960506805,1,2024-10-03,0
77358,34627,8.254788926148725,0,2023-03-01,0
90432,95898,8.154500175151941,0,2023-03-11,0
58430,28139,7.802618063442671,0,2023-08-19,0
61713,41124,8.138564737261632,2,2024-06-04,0
69698,17552,7.772752716468742,1,2024-04-09,0
94749,21631,7.368970402194793,1,2023-11-23,0
53095,81112,5.267858159063328,4,2023-09-02,0
39461,70649,7.607381425639791,4,2024-12-26,0
52597,79310,8.24354550792826,0,2023-04-03,0
52983,13122,6.923628628138427,2,2024-02-17,0
38309,15952,7.793586803371584,0,2024-09-07,0
67254,71575,7.3632795869630385,1,2023-03-24,0
61856,99568,8.489821994620105,0,2023-09-19,0
23748,99298,6.983789965258135,2,2024-01-09,0
53233,10989,6.680854678790215,4,2023-05-02,0
55513,27177,7.900636613018005,3,2024-12-31,0
84406,29517,8.21878715560148,2,2023-06-08,0
35979,57519,6.495265555937008,2,2024-09-11,0
63716,42760,7.972121128921655,0,2024-08-14,0
20452,57846,7.904334842085095,1,2024-08-10,0
18504,75112,8.344505083590521,4,2024-06-27,0
82305,89514,7.578656850594762,4,2023-04-01,0
79404,28298,7.773594467360194,0,2024-05-25,0
79886,95690,8.07775756373692,3,2024-05-23,0
58588,85971,7.242082359256962,3,2024-07-21,0
96604,47133,8.470939806898775,3,2023-07-26,0
27329,42369,7.618742377670413,0,2025-01-10,0
42883,44945,8.37539918579835,4,2023-06-04,0
56045,75466,8.397508348470257,2,2024-12-15,1
72870,98676,7.303843225277705,1,2024-12-30,0
70144,99298,5.71042701737487,0,2023-02-15,0
37638,98491,8.12740456269308,3,2023-03-25,0
70062,66891,8.046869510959576,4,2024-05-02,0
85702,35881,7.757051142032013,4,2023-12-14,0
81828,46516,7.476472381163905,4,2023-02-27,0
92907,98447,7.933079771880415,3,2024-05-27,0
28043,34525,7.188412736496954,3,2023-04-03,0
54785,29618,8.043342170441608,2,2023-10-09,0
49678,50011,8.442254104751743,4,2023-06-13,0
40694,64773,2.4849066497880004,1,2024-10-29,0
89741,88984,8.009695357742922,2,2024-10-13,0
18510,90333,6.782192056006791,3,2024-12-06,0
83128,98447,7.683403681053826,2,2024-09-25,0
32035,58262,8.189522110748094,3,2024-09-22,0
85702,44974,8.506738733512378,2,2023-02-14,0
11211,93603,8.389132521348719,3,2024-06-09,0
88852,13922,8.262816937670928,3,2024-08-18,0
81100,50214,6.736966958001855,3,2023-06-12,0
62179,40747,8.28121766128665,4,2023-08-06,0
34446,64676,8.39049553837028,0,2024-12-22,0
10006,41124,8.497194544909547,3,2023-09-22,0
36911,69021,2.5649493574615367,2,2023-12-16,0
48040,23539,6.5722825426940075,1,2023-07-07,0
13849,79973,7.40184157874383,0,2024-11-12,1
20254,37010,8.139440521874608,1,2024-02-07,0
25951,79339,6.4425401664681985,1,2024-09-01,0
30187,69007,5.030437921392435,0,2023-09-27,0
10448,87163,8.147288258706624,0,2024-09-09,0
56494,30662,8.304989580140361,0,2024-09-02,0
60001,93320,7.580699752224563,3,2024-05-31,0
79967,88858,7.455876687491824,4,2024-09-04,0
77562,10926,7.679713639966372,4,2024-02-13,0
15356,21631,8.120886021092838,3,2023-07-21,0
14423,37938,5.37989735354046,0,2023-03-14,0
37010,71543,7.271008538280992,0,2023-05-02,0
67844,28297,7.793999089503996,1,2024-06-17,0
22229,79339,6.762729506931879,1,2023-07-04,0
92967,70551,8.464635940677562,4,2023-09-06,0
79886,27088,8.19863945529737,0,2023-03-05,0
83493,72028,8.487558386286548,4,2024-04-24,0
97700,58382,8.137688184977605,4,2023-12-22,0
58808,61069,7.233455418621439,2,2024-10-19,0
49391,42592,8.46168048148598,1,2023-04-28,0
70940,32162,7.552237287560802,0,2023-07-03,0
87298,17283,7.057897937411856,1,2024-10-19,0
77731,25970,7.799753318287247,4,2025-01-17,0
82386,83176,8.32845106681936,2,2024-09-01,0
19836,98514,8.496990484098719,1,2023-11-02,0
96894,68248,7.8655717576847906,0,2023-08-09,0
91816,87511,8.127995055771946,0,2023-05-22,0
54029,74936,3.2188758248682006,1,2024-03-04,0
54319,13567,8.36450810375059,3,2023-03-30,0
54785,29816,7.99699040583765,4,2024-03-10,0
13176,76929,7.51425465281641,4,2023-07-25,0
46430,71900,7.181591944611865,1,2023-06-12,0
23748,17552,8.458716261657262,1,2024-05-27,0
70949,17877,6.643789733147672,4,2024-03-23,0
69144,82053,8.512582578858554,2,2024-04-15,0
24861,69007,7.970394907191429,3,2023-06-30,0
36046,65375,8.440528106480752,3,2023-04-22,0
28355,15935,7.488293515159428,2,2023-04-07,0
79886,25970,8.321421586897879,1,2024-09-29,0
42530,39194,8.20303024171486,3,2023-03-05,0
16154,10352,8.34212526333359,0,2024-11-29,0
17413,70219,8.511376306094673,1,2024-12-10,0
62219,48317,8.217438537730187,3,2024-02-18,0
97108,13513,8.092851027538384,4,2024-08-12,0
52597,46652,3.044522437723423,4,2024-10-10,0
33306,63444,7.994969522697877,1,2024-03-14,0
51188,18936,6.8308742346461795,0,2023-02-18,0
54836,83176,4.454347296253507,0,2023-12-16,0
83116,53755,5.2574953720277815,3,2024-11-19,0
83546,88984,7.534228326274089,2,2023-04-12,0
11537,23635,7.483806687665835,1,2024-09-04,0
68128,47684,5.442417710521793,3,2023-03-24,0
35206,77442,8.076204527239026,2,2024-04-29,0
69842,49120,7.0630481633881725,3,2023-07-28,0
82635,96690,8.096208271650037,4,2024-11-23,0
46585,67371,8.475120414994329,0,2024-11-14,0
59264,38218,8.280204233279974,0,2023-10-16,0
68293,37010,5.666426688112432,4,2023-12-04,0
83493,16751,8.147288258706624,2,2023-04-29,0
33754,46652,7.2254814727822945,2,2024-12-27,0
49321,17283,7.926241523170962,4,2024-10-26,0
28639,46194,7.862497197230545,0,2023-11-26,0
94231,55647,7.203405521083095,1,2024-04-19,0
31692,98681,7.602401335665818,3,2024-01-18,0
96857,59030,8.243282523048375,0,2024-04-27,1
54319,86265,8.225770799348734,3,2023-03-29,0
63861,28655,8.0040315078527,1,2025-01-22,0
62179,82110,8.456806041401142,2,2024-03-09,0
84374,35881,8.20685642839965,3,2024-05-12,0
37556,29797,6.833031732786201,3,2024-08-13,0
18510,70219,8.36730010184162,4,2023-11-25,0
39145,96336,7.834788107388194,1,2023-09-10,0
12267,77442,8.001355025826703,0,2024-05-19,0
44774,48317,8.239329427901795,1,2023-02-04,0
69391,46194,3.2188758248682006,2,2024-10-31,0
61179,45295,7.121252453244542,4,2024-03-01,0
13931,22689,8.283999304248526,4,2024-02-10,0
39710,31436,5.209486152841421,0,2024-09-03,0
49321,80927,5.934894195619588,4,2024-01-25,0
93530,26209,7.473637108496206,2,2023-04-26,0
45642,87671,7.8709295967551425,1,2023-04-09,0
81201,19470,8.226038429485484,4,2024-04-20,0
82274,64676,5.926926025970411,0,2024-05-07,0
42883,45537,8.03268487596762,4,2024-03-02,0
70058,15745,8.065893546964274,3,2023-06-09,0
99187,83333,8.065265208897733,0,2024-09-30,0
63607,36177,8.27052509505507,4,2023-12-29,0
88026,86739,6.421622267806518,3,2024-05-22,0
17157,12501,7.076653815443951,3,2024-08-12,0
48159,87163,8.262816937670928,2,2024-05-20,0
33754,29247,6.892641641172089,4,2024-01-03,0
47559,64146,6.843749949006225,1,2024-11-06,0
25723,16692,8.073402968986406,3,2023-09-08,0
62179,12084,8.345217926676428,1,2025-01-11,0
81100,25361,8.09132127353041,0,2023-10-27,0
78204,72270,8.038834757787749,4,2023-07-19,0
69391,77865,8.077136638538454,2,2024-07-08,0
93530,25168,6.70073110954781,0,2025-01-20,0
17568,41340,8.473032295630468,1,2024-05-15,0
90812,29618,7.940227765145702,3,2023-09-03,0
83116,45642,4.48863636973214,3,2023-07-08,0
73478,95690,6.587550014824796,0,2025-01-03,0
37556,42018,8.405143687607614,1,2023-09-10,0
96263,48296,8.384575666801398,0,2024-05-05,0
38391,36177,7.136483208590247,3,2023-02-24,0
58424,31908,8.017637159908478,3,2024-08-18,0
36578,24712,6.335054251498059,1,2023-11-18,1
84406,23539,4.219507705176107,2,2024-10-12,0
36556,12323,8.20849175174038,0,2024-12-15,0
33306,35950,7.157735484249907,4,2024-09-15,0
76523,48860,7.404887575616125,1,2024-05-18,0
87406,12084,7.794411205726601,4,2024-10-10,0
94399,73404,8.491875383431948,4,2025-01-07,0
93936,13922,7.76046702921342,2,2023-08-22,0
83116,11417,7.952966790923131,1,2023-07-01,1
82493,28033,8.213110697596676,3,2023-03-06,0
94691,51038,7.685243607975833,2,2023-10-14,1
35810,70649,5.4510384535657,1,2023-03-02,0
79886,23539,8.475120414994329,4,2024-11-22,0
38823,95367,8.475328987317539,1,2023-02-11,0
33306,41124,7.202661196523238,1,2024-10-23,0
50270,12084,8.384575666801398,0,2023-04-06,0
97438,49853,8.154500175151941,2,2024-02-17,0
22229,12323,8.04044688130311,0,2024-05-31,0
52057,64466,8.32239411311117,3,2024-03-10,0
49321,23905,7.270312886079025,1,2023-08-23,0
87392,60273,8.384575666801398,1,2024-05-29,0
69349,26866,8.11162807830774,0,2024-12-08,0
69545,28472,8.333510708982942,0,2024-06-30,0
46029,63064,7.325807502595773,1,2023-03-11,0
19836,62071,8.42989086301344,2,2024-09-15,0
97438,28297,6.455198563340122,2,2023-05-27,0
88410,65705,7.290292882446597,4,2024-11-23,0
75709,28033,7.20934025660291,0,2023-03-02,0
39710,28113,7.791109510610028,2,2024-05-31,0
90982,30662,8.451694209183541,4,2024-08-17,0
36908,14952,7.962067308753666,2,2024-02-09,0
88026,36225,6.12029741895095,3,2024-06-04,0
99187,12961,6.493753839851686,3,2023-11-24,0
11966,82394,8.459352191726387,3,2024-12-21,0
58808,79310,8.043020885298283,4,2023-06-22,0
23748,58262,8.300528606199737,3,2023-10-05,0
62642,50011,7.880804344674901,2,2023-03-24,0
15324,17585,8.163371316459912,3,2023-07-07,0
13053,82110,7.9247959139564355,4,2024-06-01,0
91816,82043,8.260751354700513,0,2024-05-12,0
88942,86991,7.2633296174768365,2,2023-07-05,0
37556,21631,6.762729506931879,3,2023-07-31,0
23705,40964,7.788211557847076,4,2023-06-02,0
23967,83317,8.415160465851086,4,2024-08-06,0
82834,40594,8.430981494597171,1,2024-08-28,0
74228,82043,7.4489161025442,0,2023-09-29,0
94231,94063,8.182000136293405,2,2024-01-06,0
79886,18015,8.335191583433202,4,2024-04-03,0
15324,21192,7.516433302915632,2,2024-09-10,0
39912,90074,5.187385805840755,1,2024-08-29,0
11966,42179,8.175829008714597,4,2023-12-18,0
90069,90333,6.3473892096560105,4,2024-10-28,0
13929,40309,3.970291913552122,2,2024-11-19,0
70897,97396,7.9976631270201,4,2025-01-15,0
14423,79755,8.244334047856094,1,2023-04-05,0
96263,74936,8.438582790834326,2,2024-07-27,0
18284,99298,8.17526610411206,1,2024-08-25,0
22974,40747,8.223627175805483,2,2023-07-14,0
78480,45047,8.310660905907225,4,2024-05-19,0
72449,40964,6.016157159698354,3,2023-10-08,0
24982,79973,7.9355873855892,1,2024-01-26,0
70475,94303,8.091933455979893,2,2024-12-21,0
92967,73547,7.108244139731541,1,2024-10-11,0
10824,58033,7.475905969367397,1,2024-03-27,0
54041,82394,8.314097335405807,1,2024-01-02,0
89408,59563,7.902117546276448,0,2023-01-29,0
37093,97396,8.166216268592143,4,2024-08-30,1
85292,99568,5.8888779583328805,3,2024-07-18,0
14272,40735,8.412277021466677,4,2024-12-14,0
54039,45983,7.76046702921342,2,2024-06-14,1
35810,15745,7.690743163541872,2,2023-05-17,1
82635,37368,7.627544390488503,1,2024-07-20,0
65981,40446,8.096817470572319,2,2024-09-28,0
62754,82857,7.838737559599282,2,2025-01-03,0
26948,46516,8.504715669905124,3,2023-09-08,0
21173,42369,7.419979923661835,4,2024-12-12,0
38391,23539,8.468002947225466,2,2024-03-19,0
73467,53316,8.254008590564844,4,2024-03-15,0
68592,35464,8.278174290943738,1,2023-05-02,0
70062,70551,8.206037762778815,4,2025-01-15,0
18255,73547,5.41610040220442,1,2024-10-18,0
36614,54233,8.233768709217097,3,2024-01-05,0
73971,10926,7.3727463664043285,2,2024-01-03,0
60759,98252,7.784473235736469,0,2024-12-13,0
81828,53755,8.385716828627851,4,2024-02-11,0
13176,45642,8.465268118551318,3,2024-12-16,0
49321,33481,8.074649075066652,2,2023-10-21,0
32115,98609,7.796469243086058,0,2024-12-19,0
78835,30157,6.853299093186078,4,2023-05-20,0
44774,30761,8.463581421967588,3,2023-04-10,0
17413,86812,8.48301573961465,1,2024-04-20,0
22229,58495,7.581209826196346,2,2023-05-08,0
61856,80927,8.471568013389962,4,2023-05-08,0
65897,19470,8.413608875159667,1,2024-04-26,0
11486,46067,7.992944547318106,4,2023-08-21,0
75709,23539,8.142063283104147,3,2024-12-19,0
40804,25500,7.88758403166028,4,2023-03-09,0
78204,10360,8.40827078419205,3,2024-03-10,0
