Sender,Receiver,Amount,Category,Transaction_Date,Fraudulent
53095,94063,430,4,206,0
89741,77445,208,0,45,0
44113,83643,4432,2,150,0
33306,11417,1695,1,95,0
68229,48296,3316,2,362,0
62580,76929,2252,4,207,0
70062,14952,3504,1,241,0
41834,88906,4748,4,249,0
88852,64810,2986,4,401,0
46029,39717,2621,1,280,0
85292,58262,4154,0,495,0
97108,68218,2137,3,355,0
76431,31436,1869,1,146,0
46770,75112,4585,0,37,0
61540,41124,1895,3,105,0
43730,33250,256,0,485,0
69698,12961,2425,1,2,0
66248,70649,572,3,516,0
52597,40001,4361,3,92,0
34446,32169,2687,3,250,0
93530,20990,1776,4,144,0
82274,71900,4809,0,59,0
47304,60838,4591,0,477,0
88852,21946,1489,4,220,0
43178,29517,1097,2,148,0
28883,30662,454,2,12,0
20254,45755,246,1,218,0
37503,45921,469,1,348,0
63861,51713,4462,2,76,0
54039,26885,780,4,236,0
61540,79973,693,1,459,0
77358,34627,3845,0,27,0
90432,95898,3478,0,35,0
58430,28139,2446,0,154,0
61713,41124,3423,2,369,0
69698,17552,2374,1,324,0
94749,21631,1585,1,230,0
53095,81112,193,4,166,0
39461,70649,2012,4,523,0
52597,79310,3802,0,51,0
52983,13122,1015,2,287,0
38309,15952,2424,0,437,0
67254,71575,1576,1,43,0
61856,99568,4864,0,180,0
23748,99298,1078,2,265,0
53233,10989,796,4,76,0
55513,27177,2698,3,528,0
84406,29517,3709,2,107,0
35979,57519,661,2,441,0
63716,42760,2898,0,421,0
20452,57846,2708,1,417,0
18504,75112,4206,4,388,0
82305,89514,1955,4,49,0
79404,28298,2376,0,359,0
79886,95690,3221,3,357,0
58588,85971,1396,3,405,0
96604,47133,4773,3,140,0
27329,42369,2035,0,534,0
42883,44945,4338,4,104,0
56045,75466,4435,2,516,1
72870,98676,1485,1,527,0
70144,99298,301,0,16,0
37638,98491,3385,3,44,0
70062,66891,3123,4,338,0
85702,35881,2337,4,248,0
81828,46516,1765,4,25,0
92907,98447,2787,3,361,0
28043,34525,1323,3,51,0
54785,29618,3112,2,198,0
49678,50011,4638,4,111,0
40694,64773,11,1,478,0
89741,88984,3009,2,467,0
18510,90333,881,3,507,0
83128,98447,2171,2,452,0
32035,58262,3602,3,449,0
85702,44974,4947,2,15,0
11211,93603,4398,3,373,0
88852,13922,3876,3,424,0
81100,50214,842,3,110,0
62179,40747,3948,4,148,0
34446,64676,4404,0,522,0
10006,41124,4900,3,183,0
36911,69021,12,2,250,0
48040,23539,714,1,125,0
13849,79973,1638,0,488,1
20254,37010,3426,1,282,0
25951,79339,627,1,432,0
30187,69007,152,0,188,0
10448,87163,3453,0,439,0
56494,30662,4043,0,433,0
60001,93320,1959,3,365,0
79967,88858,1729,4,435,0
77562,10926,2163,4,286,0
15356,21631,3363,3,136,0
14423,37938,216,0,37,0
37010,71543,1437,0,76,0
67844,28297,2425,1,380,0
22229,79339,864,1,123,0
92967,70551,4743,4,169,0
79886,27088,3635,0,31,0
83493,72028,4853,4,334,0
97700,58382,3420,4,254,0
58808,61069,1384,2,472,0
49391,42592,4729,1,73,0
70940,32162,1904,0,122,0
87298,17283,1161,1,472,0
77731,25970,2439,4,540,0
82386,83176,4139,2,432,0
19836,98514,4899,1,217,0
96894,68248,2605,0,149,0
91816,87511,3387,0,91,0
54029,74936,24,1,299,0
54319,13567,4291,3,48,0
54785,29816,2971,4,303,0
13176,76929,1833,4,139,0
46430,71900,1314,1,110,0
23748,17552,4715,1,361,0
70949,17877,767,4,313,0
69144,82053,4976,2,328,0
24861,69007,2893,3,120,0
36046,65375,4630,3,67,0
28355,15935,1786,2,54,0
79886,25970,4110,1,455,0
42530,39194,3651,3,31,0
16154,10352,4196,0,502,0
17413,70219,4970,1,511,0
62219,48317,3704,3,288,0
97108,13513,3270,4,419,0
52597,46652,20,4,464,0
33306,63444,2965,1,305,0
51188,18936,925,0,19,0
54836,83176,85,0,250,0
83116,53755,191,3,494,0
83546,88984,1870,2,58,0
11537,23635,1778,1,435,0
68128,47684,230,3,43,0
35206,77442,3216,2,337,0
69842,49120,1167,3,142,0
82635,96690,3281,4,498,0
46585,67371,4793,0,490,0
59264,38218,3944,0,203,0
68293,37010,288,4,239,0
83493,16751,3453,2,74,0
33754,46652,1373,2,524,0
49321,17283,2768,4,475,0
28639,46194,2597,0,233,0
94231,55647,1343,1,331,0
31692,98681,2002,3,271,0
96857,59030,3801,0,336,1
54319,86265,3735,3,47,0
63861,28655,2992,1,544,0
62179,82110,4706,2,302,0
84374,35881,3665,3,346,0
37556,29797,927,3,420,0
18510,70219,4303,4,232,0
39145,96336,2526,1,173,0
12267,77442,2984,0,353,0
44774,48317,3786,1,6,0
69391,46194,24,2,480,0
61179,45295,1237,4,296,0
13931,22689,3959,4,284,0
39710,31436,182,0,434,0
49321,80927,377,4,274,0
93530,26209,1760,2,71,0
45642,87671,2619,1,55,0
81201,19470,3736,4,332,0
82274,64676,374,0,342,0
42883,45537,3079,4,297,0
70058,15745,3183,3,108,0
99187,83333,3181,0,456,0
63607,36177,3906,4,256,0
88026,86739,614,3,356,0
17157,12501,1183,3,419,0
48159,87163,3876,2,354,0
33754,29247,984,4,260,0
47559,64146,937,1,485,0
25723,16692,3207,3,171,0
62179,12084,4209,1,535,0
81100,25361,3265,0,212,0
78204,72270,3098,4,135,0
69391,77865,3219,2,395,0
93530,25168,812,0,543,0
17568,41340,4783,1,349,0
90812,29618,2807,3,167,0
83116,45642,88,3,126,0
73478,95690,725,0,530,0
37556,42018,4469,1,173,0
96263,48296,4378,0,341,0
38391,36177,1256,3,23,0
58424,31908,3033,3,424,0
36578,24712,563,1,227,1
84406,23539,67,2,466,0
36556,12323,3671,0,516,0
33306,35950,1283,4,444,0
76523,48860,1643,1,352,0
87406,12084,2426,4,464,0
94399,73404,4874,4,533,0
93936,13922,2345,2,157,0
83116,11417,2843,1,121,1
82493,28033,3688,3,32,0
94691,51038,2175,2,202,1
35810,70649,232,1,28,0
79886,23539,4793,4,497,0
38823,95367,4794,1,12,0
33306,41124,1342,1,474,0
50270,12084,4378,0,53,0
97438,49853,3478,2,287,0
22229,12323,3103,0,365,0
52057,64466,4114,3,303,0
49321,23905,1436,1,158,0
87392,60273,4378,1,363,0
69349,26866,3332,0,509,0
69545,28472,4160,0,389,0
46029,63064,1518,1,35,0
19836,62071,4581,2,444,0
97438,28297,635,2,96,0
88410,65705,1465,4,498,0
75709,28033,1351,0,28,0
39710,28113,2418,2,365,0
90982,30662,4682,4,423,0
36908,14952,2869,2,283,0
88026,36225,454,3,369,0
99187,12961,660,3,231,0
11966,82394,4718,3,521,0
58808,79310,3111,4,116,0
23748,58262,4025,3,196,0
62642,50011,2645,2,43,0
15324,17585,3509,3,125,0
13053,82110,2764,4,366,0
91816,82043,3868,0,346,0
88942,86991,1426,2,124,0
37556,21631,864,3,143,0
23705,40964,2411,4,102,0
23967,83317,4514,4,414,0
82834,40594,4586,1,428,0
74228,82043,1717,0,190,0
94231,94063,3575,2,263,0
79886,18015,4167,4,319,0
15324,21192,1837,2,440,0
39912,90074,178,1,429,0
11966,42179,3553,4,251,0
90069,90333,570,4,477,0
13929,40309,52,2,494,0
70897,97396,2973,4,538,0
14423,79755,3805,1,52,0
96263,74936,4621,2,408,0
18284,99298,3551,1,426,0
22974,40747,3727,2,130,0
78480,45047,4066,4,353,0
72449,40964,409,3,197,0
24982,79973,2794,1,275,0
70475,94303,3267,2,521,0
92967,73547,1221,1,465,0
10824,58033,1764,1,315,0
54041,82394,4080,1,259,0
89408,59563,2702,0,4,0
37093,97396,3519,4,430,1
85292,99568,360,3,403,0
14272,40735,4501,4,515,0
54039,45983,2345,2,377,1
35810,15745,2187,2,88,1
82635,37368,2053,1,404,0
65981,40446,3283,2,454,0
62754,82857,2536,2,530,0
26948,46516,4937,3,171,0
21173,42369,1668,4,513,0
38391,23539,4759,2,310,0
73467,53316,3842,4,306,0
68592,35464,3936,1,76,0
70062,70551,3662,4,538,0
18255,73547,224,1,471,0
36614,54233,3765,3,262,0
73971,10926,1591,2,260,0
60759,98252,2402,0,514,0
81828,53755,4383,4,285,0
13176,45642,4746,3,517,0
49321,33481,3211,2,208,0
32115,98609,2431,0,520,0
78835,30157,946,4,90,0
44774,30761,4738,3,56,0
17413,86812,4831,1,332,0
22229,58495,1960,2,81,0
61856,80927,4776,4,81,0
65897,19470,4507,1,335,0
11486,46067,2959,4,156,0
75709,23539,3435,3,520,0
40804,25500,2663,4,34,0
78204,10360,4483,3,303,0
55513,66515,3781,4,322,0
79567,72270,3824,4,525,0
26890,54233,4408,1,75,0
69734,44469,213,2,411,0
97700,94303,1706,1,264,0
94110,54036,1600,4,496,0
42530,78093,2760,4,255,0
28376,36177,1572,1,95,0
59113,24712,3618,3,91,0
19836,86265,4260,1,269,0
13176,39177,587,2,222,0
73478,14331,2349,0,187,0
69734,80100,4077,3,472,0
76441,55360,95,0,270,0
52983,77445,406,1,387,0
18183,93094,1284,2,461,0
71055,62018,3283,1,131,0
35810,74725,811,0,1,0
18765,69007,587,2,129,0
77358,23730,3034,4,234,0
91920,41124,4579,3,185,0
51188,58033,4130,4,243,0
53850,46194,1197,2,296,0
62580,79214,2564,4,384,0
83027,59613,518,2,317,0
56545,16336,4081,0,511,0
79557,42369,2686,0,451,0
11537,15674,3208,2,430,0
48497,61020,3439,1,141,0
75812,39553,947,2,214,0
26890,22689,4409,1,304,0
79557,59431,4298,4,11,0
15356,39194,2422,0,245,0
46585,79749,1993,3,66,0
60759,79749,4111,1,508,0
62219,74725,3314,4,367,0
40137,68248,4469,1,355,0
55301,82857,218,4,492,0
13053,45537,1981,4,529,0
11486,12084,2895,3,205,0
68248,49865,1023,4,336,0
14751,28945,3307,3,455,0
85292,91803,4629,0,89,0
44774,71543,3704,2,166,0
64379,83436,1706,2,330,0
90812,27177,4568,3,347,0
63861,26487,260,2,72,1
17187,25937,415,1,83,0
65405,18266,4816,3,410,0
75812,12006,4913,2,69,0
17157,80757,2346,4,7,0
80521,98808,2582,4,271,0
29622,73084,4439,0,186,0
46430,93379,3087,4,450,0
42349,98609,2967,1,406,0
41882,83183,4310,4,130,0
15987,35595,2627,3,445,0
66248,48860,4636,1,183,0
59757,98609,2220,3,253,0
16154,12084,42,4,18,0
94944,62857,1031,4,487,0
81201,79755,335,3,94,0
88079,52894,4009,4,307,0
96413,21192,570,1,91,0
18255,35950,194,3,411,0
57599,95928,400,4,542,0
48159,26274,4635,1,486,0
54319,41033,4770,3,160,1
95207,42083,1042,2,474,0
46029,74468,1663,3,235,0
34600,58291,401,4,388,0
46770,28139,1476,3,71,0
68424,67075,29,4,527,0
10006,45537,2821,0,214,0
70940,91499,4150,2,143,0
35214,56327,3187,4,110,0
48159,83557,2136,0,321,0
72449,67312,2823,1,394,0
18479,93128,3182,0,381,0
49321,67075,4534,3,136,0
28639,54701,1851,2,106,0
41834,76929,1324,0,22,0
30677,49821,229,1,72,0
18504,93463,3499,1,268,0
41834,36487,44,0,10,0
68293,16692,1943,1,381,0
94231,32162,451,2,465,0
31192,50011,383,4,399,0
34908,44318,939,3,344,0
93955,95367,129,1,465,0
67065,53051,2795,0,77,0
90432,20152,3231,1,156,0
68424,40735,1788,0,329,0
69038,16692,1497,1,529,0
59757,28655,3667,4,204,0
77237,79001,3949,1,390,1
96263,77442,4224,0,346,0
18504,76929,1989,2,38,0
34908,16336,1821,0,281,0
87872,57781,410,0,245,0
81455,17012,2007,4,342,0
81100,45537,1725,1,397,0
77002,91499,4215,0,264,0
63863,61069,4002,0,139,0
40694,42592,3226,4,289,0
37556,59613,523,0,18,0
29654,95928,533,2,379,0
33278,71543,1097,0,333,0
86628,98514,4753,0,401,0
30654,53834,3862,2,538,0
61856,45642,1983,1,253,0
48461,13122,4951,4,396,0
58424,47911,1137,0,415,0
79567,35630,2289,0,68,0
46295,18946,412,4,164,0
21970,42018,3697,0,370,0
17157,27171,2153,2,38,0
30187,29247,482,2,457,0
63863,23214,2497,1,272,0
47569,50707,3760,3,346,0
14272,81954,4242,2,376,0
65567,96264,3139,0,200,0
58549,26909,2362,2,440,0
39145,32965,3284,2,57,0
38923,40001,3718,2,91,0
53850,70607,3874,2,187,0
87022,26866,2354,0,41,0
42037,53389,3882,0,497,0
65411,50087,2029,1,524,0
73992,16002,863,3,424,0
44774,25912,868,2,504,0
62549,98252,4065,1,396,1
79600,56361,815,1,317,0
81455,78656,4736,3,4,0
41975,36891,59,1,320,0
34182,41440,2184,2,42,0
88913,82614,1643,4,146,0
68248,79749,3124,2,70,0
98017,39194,3192,2,354,0
13842,32343,3340,2,225,0
38923,47133,4888,0,342,0
42530,89514,2982,4,132,0
57512,38218,3096,4,129,0
82386,76168,758,1,364,0
84821,29517,269,3,278,1
26948,11417,2012,4,485,0
74544,96336,566,0,30,0
61713,78198,3379,3,73,0
81100,51713,1764,1,94,0
69589,39658,127,2,392,1
24417,74725,2115,4,100,0
91373,28113,1725,2,517,0
37638,50974,1303,2,392,0
53850,12767,2013,4,238,0
92967,40910,3766,3,449,0
96859,45295,2717,1,270,0
30677,26909,1742,2,378,0
60486,41157,584,1,80,0
24536,25912,3591,0,25,0
90069,53834,4111,1,484,0
26787,77865,391,0,243,0
90982,62358,4852,4,115,0
97108,41124,2414,4,512,0
86939,66287,259,0,109,0
84043,83183,2901,0,119,0
24861,45295,3649,3,479,0
20373,69594,740,4,437,0
10753,64466,549,3,484,0
82924,27088,700,2,102,0
11211,18088,1597,2,327,0
56553,15975,2496,0,195,0
17956,74819,1861,2,490,0
63863,40735,3469,1,515,0
90069,17822,438,3,190,0
41834,64480,3536,0,375,0
93346,30662,873,1,295,0
56138,47684,732,0,66,0
35810,45983,4090,0,309,0
66248,82507,3528,0,468,0
73084,51680,877,1,184,0
29518,42507,4482,3,24,0
23845,12767,4586,2,153,0
90668,46194,3623,1,370,0
18765,40594,3744,1,283,0
37855,61069,4792,4,204,0
80521,70649,2778,2,268,0
25951,37010,3815,3,377,0
55789,33741,4498,4,319,0
86664,13567,1744,1,412,0
23705,93463,3281,0,32,0
90432,96561,1359,4,98,0
58053,73612,776,0,482,0
69350,21192,825,0,162,0
30654,64676,2487,1,6,0
14423,39635,3670,4,247,0
34182,77839,4388,3,189,0
13842,39581,4279,0,266,0
68229,63444,2181,1,488,0
77237,71543,2645,4,541,0
65405,30157,2258,3,36,0
81231,64466,1516,2,148,0
28382,26209,4022,0,500,0
70058,30135,1070,2,293,0
96263,15935,3040,4,98,0
43357,58291,2034,1,518,0
13929,23905,3868,2,518,0
27413,90333,3250,0,171,0
13176,82394,4258,2,475,0
64379,94063,4345,4,137,0
87406,74372,4137,3,254,0
47535,39194,1235,0,223,0
10448,81591,3403,4,26,0
13931,85437,4563,0,483,0
51188,47708,2824,3,73,0
98017,32965,4494,1,376,0
76441,47911,1617,2,170,0
17568,58033,489,1,247,0
93346,83547,4632,2,444,0
79404,79964,1104,4,427,0
52057,44974,3245,0,458,0
83235,35630,3394,0,187,0
10900,15952,82,4,368,0
69350,35713,1231,0,425,0
67254,78093,39,0,230,0
65411,13129,224,4,289,1
94944,42018,839,0,87,0
17956,40832,4107,3,127,0
69842,40594,406,3,161,0
28355,70551,3435,1,7,0
74392,18266,1885,2,443,0
38309,83220,4947,4,177,0
97861,74372,4728,3,264,0
15356,40230,2577,0,29,0
49391,70150,822,0,75,0
23967,40076,3064,3,298,0
58424,74468,3481,3,150,0
82834,34370,2999,3,361,0
94749,25240,1649,3,151,0
48040,89472,565,0,323,0
58053,23905,3440,0,197,0
93958,47010,4848,4,80,0
18479,19639,2696,4,161,0
23748,90333,4609,3,282,0
88079,71543,1762,2,424,0
12147,61020,3010,2,427,0
54836,83031,2799,4,78,0
75709,27088,4006,2,59,0
44774,61069,4576,1,177,0
55301,48758,4066,2,33,0
15356,12787,3427,1,145,0
18504,36225,595,1,403,0
13176,42018,1710,3,518,0
17956,73749,1577,3,266,0
29622,78656,2195,2,409,0
57557,65129,4821,2,474,0
37010,67167,4132,4,527,0
81828,55360,703,3,40,0
62219,44469,4760,3,290,0
83235,62857,2131,4,526,0
33278,44945,2435,1,113,0
30654,16751,4624,2,470,0
41064,64103,4794,0,85,0
18504,72682,2625,1,188,0
53756,95690,486,3,50,0
89741,21192,3022,2,459,0
77237,98676,3931,3,154,0
93611,67167,4492,0,465,1
96413,14331,4933,4,8,0
63756,65129,4676,0,269,0
59321,25970,4169,3,532,0
11211,23592,1104,2,292,0
64746,60826,385,1,480,0
58250,98609,1497,2,386,0
94691,39658,3512,0,29,0
93936,14714,3486,4,81,0
91816,73612,633,0,218,0
41327,53051,3380,4,507,0
62642,70649,4043,0,301,0
82834,57846,896,2,302,0
39461,96690,1332,1,236,1
17212,79755,882,0,390,0
29338,40446,2290,0,46,0
21970,99128,1349,4,185,0
73971,34525,2186,4,134,0
32115,14952,864,3,163,0
10753,93361,583,2,386,1
37556,91518,1466,1,169,0
14615,48196,834,1,418,0
70940,45921,3938,1,536,0
36046,79339,449,1,120,0
36563,96561,2280,4,67,0
27329,87511,608,1,360,1
99459,10981,4899,1,107,0
76441,73404,4259,3,455,0
23958,58500,3874,4,2,0
38923,67167,4873,0,518,0
50026,60273,3734,4,469,0
87926,79964,740,1,207,0
46029,28139,2409,1,96,0
62754,41244,17,1,240,0
34182,32124,3071,3,14,0
52342,23539,1867,2,358,1
14751,10360,1598,0,29,0
64931,74223,3875,3,527,0
54041,94063,690,2,422,0
12428,54701,594,0,242,0
65405,58358,1390,0,18,0
32736,95898,272,3,139,0
26787,19403,2204,3,309,0
77002,61020,3316,3,303,0
59113,79310,2752,1,61,0
94944,21631,2216,3,239,0
16564,87725,4022,4,198,0
56545,17200,1707,4,526,0
11211,55123,2597,1,371,0
46295,57519,2312,4,481,0
61985,45295,2470,4,463,0
49678,14331,1670,0,110,0
24417,88243,3934,0,383,0
73478,15975,2057,3,41,0
78835,16002,631,0,494,1
81455,60826,859,4,23,0
81397,45047,4289,3,318,0
63477,46941,536,3,426,0
25723,69021,1102,4,462,0
55595,40230,973,1,241,0
63309,94063,1234,0,515,0
78835,32124,2910,4,528,0
27413,42369,3501,1,226,0
17413,81032,1399,3,197,0
59757,62857,4180,3,322,0
13176,10989,4848,0,275,1
12523,71575,3125,2,489,0
55296,98514,3889,2,265,0
86628,30759,826,2,399,0
76523,23539,2281,1,150,0
94110,33112,2163,1,1,0
39762,58495,796,0,191,0
63943,48296,4322,1,224,0
53693,13122,528,2,188,0
48040,62469,4099,0,469,0
83493,91803,4310,3,531,0
30515,94063,2443,2,427,0
31692,53355,1448,4,217,0
80756,87511,1155,3,488,0
36614,53051,4567,0,543,0
48497,98491,2196,3,352,0
32035,74936,3479,3,276,0
54039,50011,1315,3,416,0
88026,77839,3697,3,176,0
14615,96264,3786,0,499,0
18765,24114,3212,3,194,0
87298,79214,969,1,112,1
13929,89514,2259,0,183,0
39461,33072,2168,1,458,1
70475,80354,270,2,38,0
52342,81202,55,0,294,0
35810,26209,598,2,204,0
65411,88460,3951,0,155,0
87298,98676,3377,3,507,0
90982,50087,4027,0,538,0
81201,90545,4652,0,407,0
83116,53316,3533,1,21,0
81537,40735,4059,2,118,0
73084,27171,1791,2,229,0
66248,67095,453,0,7,0
35979,83436,3703,2,378,0
53233,13513,332,0,475,0
70897,35950,3746,3,254,0
75709,11868,3267,0,376,0
69734,29618,2048,3,470,0
65001,77445,4508,3,428,1
37255,64480,1102,1,461,0
90982,98681,3797,4,364,1
36578,31908,4768,2,339,0
26459,80100,209,1,506,1
18765,59613,367,4,74,0
86664,95928,3589,2,13,0
88852,25937,3288,3,291,0
26249,93162,408,2,283,0
73478,91499,3830,2,215,0
58250,29760,4188,0,482,1
90812,29760,3229,2,33,0
52275,59496,1538,2,305,0
62179,84102,2117,0,493,0
